temp,dewPoint,precipType,cloudCover,summary,apparentTemp,pressure,windSpeed,visibility,datetime,windBearing,humidity,icon
8.83 , 3.66 , rain , 0.2 , Breezy , 4.98 , 995.11 , 19.41 , 7.85 , 2013-01-27 10:00:00 , 256 , 0.7 , wind
9.23 , 1.58 , rain , 0.31 , Breezy and Partly Cloudy , 5.44 , 997.04 , 20.04 , 7.95 , 2013-01-27 12:00:00 , 255 , 0.59 , wind
9.18 , 0.89 , rain , 0.31 , Breezy and Partly Cloudy , 5.42 , 998.21 , 19.48 , 8.17 , 2013-01-27 14:00:00 , 250 , 0.56 , wind
8.14 , 1.6 , rain , 0.36 , Partly Cloudy , 4.69 , 998.83 , 14.64 , 8.05 , 2013-01-27 16:00:00 , 227 , 0.63 , partly-cloudy-day
5.56 , 2.07 , rain , 0.31 , Partly Cloudy , 1.77 , 1000.43 , 12.54 , 7.97 , 2013-01-27 18:00:00 , 239 , 0.78 , partly-cloudy-night
5.53 , 1.53 , rain , 0.17 , Clear , 1.86 , 1001.41 , 11.85 , 7.71 , 2013-01-27 20:00:00 , 232 , 0.75 , clear-night
5.26 , 1.46 , rain , 0.1 , Clear , 1.78 , 1002.63 , 10.65 , 8.34 , 2013-01-27 22:00:00 , 231 , 0.76 , clear-night
4.24 , 1.63 , rain , 0.09 , Clear , 1.38 , 1003.79 , 7.36 , 7.98 , 2013-01-28 00:00:00 , 220 , 0.83 , clear-night
4.54 , 1.97 , rain , 0.23 , Clear , 1.09 , 1004.81 , 9.78 , 8.18 , 2013-01-28 02:00:00 , 234 , 0.83 , clear-night
3.59 , 1.26 , rain , 0 , Clear , 0.03 , 1006.25 , 9.32 , 8.1 , 2013-01-28 04:00:00 , 244 , 0.85 , clear-night
3.13 , 1.14 , rain , 0 , Clear , -0.52 , 1008.03 , 9.25 , 8.01 , 2013-01-28 06:00:00 , 233 , 0.87 , clear-night
2.91 , 1.13 , rain , 0.75 , Mostly Cloudy , -0.66 , 1009.35 , 8.73 , 7.53 , 2013-01-28 08:00:00 , 222 , 0.88 , partly-cloudy-day
5.21 , 2.34 , rain , 0.59 , Partly Cloudy , 1.69 , 1010.33 , 10.7 , 7.65 , 2013-01-28 10:00:00 , 214 , 0.82 , partly-cloudy-day
7.39 , 3.23 , rain , 0.38 , Partly Cloudy , 3.87 , 1009.43 , 13.79 , 7.95 , 2013-01-28 12:00:00 , 206 , 0.75 , partly-cloudy-day
8.32 , 4.85 , rain , 0.56 , Partly Cloudy , 4.62 , 1007.56 , 16.91 , 8.07 , 2013-01-28 14:00:00 , 205 , 0.79 , partly-cloudy-day
8.42 , 5.76 , rain , 0.8 , Breezy and Mostly Cloudy , 4.22 , 1003.8 , 21.32 , 6.03 , 2013-01-28 16:00:00 , 197 , 0.83 , wind
8.62 , 7.55 , rain , 0.77 , Breezy and Mostly Cloudy , 4.35 , 1001.17 , 22.72 , 4.16 , 2013-01-28 18:00:00 , 209 , 0.93 , wind
10.12 , 8.52 , rain , 0.69 , Breezy and Mostly Cloudy , 10.12 , 1000.68 , 17.87 , 6.41 , 2013-01-28 20:00:00 , 230 , 0.9 , wind
10.48 , 7.93 , rain , 0.32 , Partly Cloudy , 10.48 , 1001.44 , 15.53 , 7.46 , 2013-01-28 22:00:00 , 223 , 0.84 , partly-cloudy-night
10.83 , 7.46 , rain , 0.48 , Breezy and Partly Cloudy , 10.83 , 1003.24 , 16.25 , 8.21 , 2013-01-29 00:00:00 , 233 , 0.8 , wind
10.82 , 7.14 , rain , 0.16 , Breezy , 10.82 , 1004.11 , 17.07 , 7.12 , 2013-01-29 02:00:00 , 237 , 0.78 , wind
10.06 , 7.83 , rain , 0.3 , Partly Cloudy , 10.06 , 1004.17 , 13.87 , 6.24 , 2013-01-29 04:00:00 , 225 , 0.86 , partly-cloudy-night
9.66 , 8.35 , rain , 0.72 , Mostly Cloudy , 7.21 , 1003.45 , 10.89 , 7.32 , 2013-01-29 06:00:00 , 225 , 0.92 , partly-cloudy-night
10.54 , 9.32 , rain , 0.8 , Mostly Cloudy , 10.54 , 1003.37 , 10.53 , 7.48 , 2013-01-29 08:00:00 , 228 , 0.92 , partly-cloudy-day
12.16 , 10.68 , rain , 0.81 , Mostly Cloudy , 12.16 , 1003.73 , 13.87 , 7.12 , 2013-01-29 10:00:00 , 218 , 0.91 , partly-cloudy-day
12.77 , 11.03 , rain , 0.81 , Mostly Cloudy , 12.77 , 1003.98 , 16.09 , 7.22 , 2013-01-29 12:00:00 , 223 , 0.89 , partly-cloudy-day
12.89 , 11.29 , rain , 0.82 , Mostly Cloudy , 12.89 , 1003.42 , 17.28 , 8.05 , 2013-01-29 14:00:00 , 228 , 0.9 , partly-cloudy-day
12.94 , 11.28 , rain , 0.8 , Breezy and Mostly Cloudy , 12.94 , 1002.81 , 19.66 , 6.85 , 2013-01-29 16:00:00 , 226 , 0.9 , wind
12.62 , 11.07 , rain , 0.78 , Breezy and Mostly Cloudy , 12.62 , 1002.79 , 19.95 , 6.46 , 2013-01-29 18:00:00 , 218 , 0.9 , wind
12.67 , 10.91 , rain , 0.78 , Breezy and Mostly Cloudy , 12.67 , 1002.39 , 21.04 , 3.93 , 2013-01-29 20:00:00 , 218 , 0.89 , wind
12.26 , 10.94 , rain , 0.84 , Breezy and Mostly Cloudy , 12.26 , 1001.97 , 18.97 , 4 , 2013-01-29 22:00:00 , 218 , 0.92 , wind
12.44 , 10.82 , rain , 0.83 , Breezy and Mostly Cloudy , 12.44 , 1001.27 , 18.52 , 6.15 , 2013-01-30 00:00:00 , 216 , 0.9 , wind
12.01 , 10.89 , rain , 0.79 , Breezy and Mostly Cloudy , 12.01 , 1000.35 , 17.4 , 3.78 , 2013-01-30 02:00:00 , 223 , 0.93 , wind
10.66 , 9.64 , rain , 0.72 , Mostly Cloudy , 10.66 , 1000.27 , 12.92 , 6.07 , 2013-01-30 04:00:00 , 255 , 0.93 , partly-cloudy-night
9.02 , 8.15 , rain , 0.4 , Partly Cloudy , 6.62 , 1001.72 , 9.83 , 8.02 , 2013-01-30 06:00:00 , 233 , 0.94 , partly-cloudy-night
8.97 , 7.41 , rain , 0.5 , Partly Cloudy , 5.83 , 1003.54 , 14.15 , 8.29 , 2013-01-30 08:00:00 , 243 , 0.9 , partly-cloudy-day
10.12 , 6.88 , rain , 0.48 , Partly Cloudy , 10.12 , 1005.3 , 17.82 , 8.05 , 2013-01-30 10:00:00 , 241 , 0.8 , partly-cloudy-day
11.04 , 4.95 , rain , 0.31 , Breezy and Partly Cloudy , 11.04 , 1006.66 , 21.04 , 8.29 , 2013-01-30 12:00:00 , 251 , 0.66 , wind
10.99 , 2.77 , rain , 0.31 , Breezy and Partly Cloudy , 10.99 , 1008.3 , 23.57 , 8.27 , 2013-01-30 14:00:00 , 256 , 0.57 , wind
10.47 , 1.92 , rain , 0.31 , Breezy and Partly Cloudy , 10.47 , 1009.93 , 24.32 , 7.8 , 2013-01-30 16:00:00 , 252 , 0.55 , wind
9.44 , 2.32 , rain , 0.31 , Breezy and Partly Cloudy , 5.43 , 1011.79 , 22.87 , 7.81 , 2013-01-30 18:00:00 , 250 , 0.61 , wind
8.46 , 2.69 , rain , 0.31 , Breezy and Partly Cloudy , 4.56 , 1014.13 , 18.75 , 7.82 , 2013-01-30 20:00:00 , 252 , 0.67 , wind
7.75 , 2.92 , rain , 0.18 , Clear , 4.03 , 1015.98 , 15.74 , 7.93 , 2013-01-30 22:00:00 , 246 , 0.71 , clear-night
